label,text
1,再过三个月电商双十一购物节又要到了，我们得抓住这个机会冲一下今年的销量。市场组准备一下营销策略，下周一例会的时候拿出来讨论。
1,硬件和品控的问题你这周跟工厂那边再对接一下，看看他们给出什么样的方案，总结一下我们下周例会一起讨论。
1,这个产品上面的二维码根本扫不出来啊，你们是怎么做的这么不小心，快点替换成有效二维码。
1,这周有三件事一定要解决：第一，项目标书要填完，发给张老师；第二，储能组甲方那边要跟进一下进度，可能周三会去那边开会；第三，马上到暑期了，商量一下暑假的安排。
1,马上就要开学了，校方要求入学一周内递交成绩单，所以10月份之前要把成绩单通过学信网进行认证，还有其他学历证书、毕业证书等等材料都要一并带上复印件。
1,下周五是TFBOYS十周年演唱会，这周五开始卖票，姐妹们帮我抢一下！提前谢谢大家！
1,下周杨总要从总部过来视察工作，本周四之前你要出一份我们部门在这边的工作情况报告和ppt，周五在我们组里传阅修改，下周一做汇报。
1,今天晚上我要和我女朋友一起过节吃饭，麻烦你帮我代一下班好不好。就是有一份产品评估方案还剩一些收尾没写完，明天主任要这个文件，麻烦你帮我完成一下嘛，谢谢啦！
1,好了，别着急了，我们今天就来看一下怎么先把项目构思和框架搭建的问题解决。
1,唉？昨天我给你的那个标书你填完了没，我们今天中午十二点之前要交掉的。
1,M公司的这个项目对我们很重要，虽然任务量很大，但是为了公司的正常运作，我们9月30号之前之前必须辛苦一下把它结束掉。
1,张总上次和我们的订单尾款到现在还没有到位，小李，你再打个电话过去问一下，看看这个月能不能把欠款打过来，现在公司资金的空缺很需要这笔钱。
1,张主任，这周我要去工厂那边出个差，我们这边研发团队的工作麻烦你帮忙跟进一下，我下周一就回来。
1,下周一下午13点面试您看可以吗？
1,今天下班前把更新后的版本发到我手机上。
1,现在用户交互界面必须重新优化，周五之前把方案拿出来。
1,你今天下午拿着方案B跟施工团队也对接一下
1,今天，快点打电话给维护团队让他们抓紧时间修复；
1,明天，去查一下到底是谁在攻击；
1,通知让法务明天准备一下，法律途径解决吧。
0,到那时它将在美国关门大吉，但如果微软或者其他大公司买下它，那将是有趣的事
0,我不在乎是微软买或是谁买，只要是一家大公司，一家安全的公司，一家非常美国的公司买下来就行，而且买整件东西可比只买其中 30％ 要容易。
0,至此，TikTok 的命运去向还未有定论，而美国政府又开启了新一轮的限制举措。
0,合晟资产是一家专注于股票、债券等二级市场投资，为合格投资者提供专业资产管理服务的企业。公司业务范围包括资产管理、投资咨询和投资顾问服务。公司管理的私募基金产品主要包括股票型、债券型资产管理计划或证券投资基金，管理总资产规模80亿元左右。根据中国证券投资基金业协会数据，公司管理的私募证券投资基金（顾问管理）类规模较大，公司管理规模处于50亿元以上的第一梯队。
0,公司的主营业务为向中小微企业、个体工商户、农户等客户提供贷款服务，自设立以来主营业务未发生过变化。
0,公司立足于商业地产服务，致力于为商业地产开发、销售、运营全产业链提供一整套增值服务，业务覆盖商业定位及策划、商业设计、销售代理、招商代理电子商务、以及商业地产运管服务；同时开展应用互联网电商模式，采取O2O线上导流线下服务方式进行住宅类业务的创新营销服务。公司的业务板块包括商业地产策划顾问、专业招商及运营管理、代理销售、麦吉铺O2O电子商务。
0,该公司的主营业务为在中国境内(港、澳、台除外)开展保险代理销售，依托于自身的产品研究能力和专业化服务能力，通过为团体或个人保险受众提供投保需求分析、投保方案制定、保险理赔、保单保全等一站式服务，最终为保险公司完成人身保险及财产保险等保险产品的代理销售综合服务。公司自成立以来，已与中国人民人寿保险股份有限公司、中德安联人寿保险有限公司、中英人寿保险有限公司、阳光人寿保险股份有限公司、中意人寿保险有限公司、同方全球人寿保险有限公司、中国泰康人寿保险股份有限公司等数十家保险公司建立了紧密的合作关系，并为其完成千余种保险产品的代理销售
0,经工商登记机关核准，本公司的经营范围包括：面向“三农”发放贷款、提供融资性担保、开展金融机构业务代理以及经过监管部门批准的其他业务。公司自2012年成立以来一直专注于主营业务，业务始终稳定发展，未发生重大变化。
0,公司是一家主要涉及新房代理销售、二手房中介品牌特许加盟及运营管理的综合性O2O房地产服务公司。
0,根据大连市金融发展局批复，经工商登记机关核准，公司的经营范围及主营业务为：办理各项小额贷款和银行资金融入业务，即利用自有资金及银行融入资金等为客户提供小额贷款业务。。
0,浏阳市通源小额贷款有限公司，是经浏阳市政府招标，经湖南省人民政府金融工作办公室批准，在工商部门注册登记的湖南首批小额贷款公司。
0,为弥补区域经济金融不足，以灵活多样的形式和高效快捷的方法，向“三农”及个人、个体商户、微小企业提供贷款服务，
0,中祥和小贷自成立以来，一直专注于小额贷款业务，业务保持持续稳定发展，主营业务未发生重大变化，公司未设立分公司或营业网点。
0,公司目前开展的小额贷款业务区域限定于大连市内，面向的主要客户包括中小微企业、个体工商户、自然人等
0,（依法须经批准的项目，经相关部门批准后方可开展经营活动）公司主要面向“三农”，为农户、农村个体工商户、涉农中小微企业等农村中小微型经济组织提供小额信贷、小微企业私募债券等经监管部门批准的业务。
0,完全不值得信任，出尔反而
0,特别好吃，量特大，而且送餐特别快，特别特别棒
0,口感好的很，速度快！
0,味道好极啦，送餐很快师傅辛苦啦
0,服务很不错，送到的很快，半小时不到就送来了
0,味道正宗，量大内容多
0,帮老公买的，放公司喝！京东送货速度很快！
0,这个茶一直喝，很香，刚打开包装就觉得很香
0,好喝方便，喜欢这个味道。
0,此用户未填写评价内容
0,锅仔酸菜炖腔骨怎么没见酸菜啊？只有青笋和腔骨，青笋也不是酸的。
0,口感好其他的不能比我喜欢
0,哦哦好的，那春季的财产证明有deadline 吗
0,我还想用教育优惠买东西结果现在什么证明通知书都没有
0,他朋友圈里又有我别的地方认识的别的老师
0,只要证明当时（提交日期前6个月内）账户里有这些钱，就ok
0,我感觉他就是听出来我在描述木薯所以才问名字
0,玩琴的朋友参与制作了一首歌，我们公司发行的
0,有人要866管综纸质资料吗 淘宝及时雨买的 20元出
0,我通过了你的朋友验证请求，现在我们可以开始聊天了
0,噢噢噢，抱歉，我在电脑上看的消息，它不支持没显示
0,我们欢迎你一起，共同为上亿的百度用户，提供更好医疗服务&医疗内容。
0,施家2021秋季校园招聘强势启动 二十不惑，Offer在握！ 四大招聘项目，总有一款适合你
0,工作挑战大，专业及思考提升显著，扁平管理，尊重创造力
0,开朗、积极向上，具良好沟通力和自驱力，适应出差
1,小张，你明天需要把产品方案输出，然后给小王。小王后天把交互做一下，大后天评审。
1,投标方案很重要，这周五定要写好，不然会来不及。
1,个人中心这个界面优化一下有那么难吗？不要找那么多接口，我就问你，8月底之前你能不能做完！
1,工程样品验收一定要尽快完成。你说的8月底太迟了，这个事情必须在8月中旬搞定，没得商量，就那么定了。
1,产品方案不急，明天或者后天给到我都行。
1,客服部门也很忙的好吗，我们没法这么快给出解决方案，至少要到8月下旬，要不就暂定8月20号吧。
1,老李明天就会把方案交给你验收。
1,你这两天帮我订一张8月20号去成都的机票。
1,下周一展会就开始了，所以我们本周五就得到北京，周六我们要把物料全部检查一遍，小张负责检查外场的物料，小李检查一下展台的物料。周六把这个事情搞定，周日我们可以去放松一下。
1,20号没有事情，21号也没有，22号开始要紧张起来了，发布会要开始倒计时了，那一天我们要准备发布会倒计时7天的海报。
1,有三个重要的问题要在9月1日前解决，第一件是音频占用内存太大，要出个方案解决；第二是转写有文字有很多无意义的内容；还有一个是经常断联的问题。这些都是发布前需要解决的，优先级很高。你们尽快出了方案。
1,这个自动预警机制下周五能做好吧，到时候可以测试一下。
1,小李你去帮我做一个介绍产品的ppt，主要针对商务、市场那边做培训用的。最迟在20号要给到。
1,这个自动记录的逻辑优化下周二要确定下来交互方案，然后会在周四的时候进行评审。最晚要在8月底上线。
1,下周二小李你要出一个关于圣诞节的拉新活动，到时候我们讨论下；还有小张有个新的事情交给你，跟进下零件的供应商的报价方案情况，明天汇报下进度。下周四我们要开个对7月的复盘会，你们要准备下各自的工作汇报。
1,小李，明天临时有个产品介绍会，这个会就由你主讲吧。你需要准备个ppt，我一会把手头的资料给你。
1,本周三进行产品2.0版本的需求评审，会提前把相关信息邮件发出，24号出差深圳，去和开发商沟通下下一期的产品进度，小李你一起
1,小张，有个安排给你，十一国庆有个线下活动。你到时候要去现场提前准备，这次的展会在博览中心，会有不少上商家。你要保障会上的产品不出差错。
1,小李，下周的识别能力可以出来，你要去看下效果，然后输出识别的优化方案，争取8月底能上线。
1,小王，需要做一些关于产品使用教程的视频，这些视频要在发布前准备好，大概还有5天时间，这个事情优先级很高。其他任务可以往后排。
1,小张，今天晚上帮我约下刘部长吃饭，周四的组织下公司全员开年中分享会。周五确定好下周五的团建人数。
1,今天下午3点的市场部会议改到明天，下午4点有个跟老板汇报的会，小王你也要准备下运营这块的要汇报的内容。
1,市场部准备了一场同步会，在26号，主要会说明产品发布后Q4的一些关键节点。产品运营要参与下，配合这个时间点提供一些物料。
1,关于应用的上线流程，目前的谁在跟进，现在进度到哪里了？今天尽快反馈下进度给我，目前得到的信息是审核没通过。具体原因是什么？下一步怎么做？
1,这周五晚上有个团队聚餐，最好全员参加，小王你去定好餐厅和确定人数。到时候同步下信息到群里
0,我甚至感觉我这个学期不会认识任何一个外国的同学了
0,大口吃米线喝汤吃肉的豪放样子被人窥视了
0,我们小组发言挺多的 展示水了点 最后分数还是挺低的
0,想问下这补录保研本校的同学有遇到让签承诺协议的吗
0,我现在要和时间赛跑赶快把自己的事定下来
0,“你每天都可以适应这种变化：可以自由选择教练、时间、锻炼强度以及设备等。”而且用户使用“AI健身教练”比雇一名私人教练要便宜得多，只需要每周一杯咖啡的价格。当然私人教练也有其不可替代的一面。一个真正的私人健身教练可以运用更多的心理学来指导你进行锻炼。
0,一个包含着星际飞船和超重型火箭两部分、完全可重复使用的运输系统，可将宇航员和货物运送到地球轨道、月球、火星甚至更远的地方。
0,因此，近日小i机器人再次向法院提起诉讼，要求苹果公司停止其语音产品Siri的侵权行为，并作出100万的赔偿。小i机器人创始人、董事长兼CEO袁辉表示：作为一个科技从业者，我非常尊重苹果公司，他们的产品和服务给全世界带来了很多价值和体验。
0,如果有人跟你提起一处你曾去过的风景名胜，你的大脑各个部位会提取出相关的信息，比如地理位置、建筑风格、颜色等等，而所有零散的信息只要经过前额叶皮层就可得到整合，所有你记忆中关于那个风景名胜的信息得以输出。
0,天眼查显示，7月30日，“成方金融科技有限公司”正式成立，注册地为北京市西城区，注册资本为20.078亿人民币，公司经营范围包括软件开发、数据处理、计算机系统服务等。
0,从图像、视频到语音，DeepFake正在建构一个虚假的世界。我们看到，在马斯克的这段演讲视频中，Deepfake的换脸技术几乎达到了人眼无法区别的地步。不过，随着技术的不断成熟，Deepfake却带来隐藏的“虚假”风险。
0,7月12日，比亚迪“汉”车型正式上市。伴随“汉”上市的，还有一系列标签：全球首款5G量产车型、华为的HiCar功能、智能驾驶系统 DiPilot、最高续航里程605km，首款刀片电池车型
0,SpaceX现在是第一个完成测试和开发计划的公司，波音公司是正在成为美国宇航局可依赖的第二家商用车供应商。美国航天局希望确保继续进入国际空间站，同时也希望通过与商业宇航员共享乘坐“龙”号机组和波音公司的“星际飞船”号，为商业航天事业节省资金。
0,Ibex公司成立于2016年，目前已经融资超过1100万美元，其开发的诊断系统Galen Prostate使用计算机视觉、机器学习和电子病历对活检组织进行诊断，其技术可帮助病理学家对活检组织中的癌症进行检测和分级。
0,公司是一家专业生产变压器铁芯，销售硅钢片原料的大型企业。与国内很多知名的变压器制造厂家保持长期良好的合作关系。公司专业生产S9、S11电力油浸式、干式变压器铁芯，并现货销售日本、俄罗斯、韩国、武钢、宝钢等各种规格，不同牌号的硅钢片。在满足客户的多种要求下，公司以市场要求为出发点，以服务客户为宗旨，努力实现和谐发展，共荣共存的发展理念。
0,公司是一家专业从事挂面制造的高新技术企业，所属行业为米、面制品制造业，公司主营业务是挂面的研发、生产和销售。公司自设立以来，主营业务没有发生变更。公司2014年、2013年主营业务收入及毛利率情况如下：单位：元
0,公司以“好药济民，医德利生”为宗旨，是一家以研制、开发和生产及销售中成药、化学成分药为主，集上游原材料种植、加工、提取和下游药品生产于一体的高新技术（医药制造)企业。公司经营范围为：片剂、硬胶囊剂、颗粒剂生产销售；中草药生产销售等。公司依托广西壮族自治区丰富的中药材资源及多年的研发经验，应用现代科学技术开发具有独立知识产权的现代中药及化学成分药。公司现有生产线均已通过新版GMP认证，子公司防城港圣保堂药业有限公司新建的生产线目前正在申请新版GMP认证。
0,公司主营业务为提供悬索桥核心受力构件的设计、生产、销售和服务。公司的主要产品有索鞍、索夹等，产品主要运用于悬索桥、斜拉桥等领域。公司拥有国内领先的悬索桥核心受力构件—索鞍、索夹的制造技术，曾先后参与了贵州坝陵河大桥、泰州长江公路大桥、武汉鹦鹉洲长江大桥、云南龙江特大桥、卡塔尔鲁赛尔城大桥等70余座国内外索桥的建设，为客户提供了优质的产品和良好的服务。
0,根据中国证监会发布的《上市公司行业分类指引》（2012年修订）规定，公司所处行业为“C30非金属矿物制品业”；根据《国民经济行业分类》（GB/T4754-2011），公司所处行业为“C3099其他非金属矿物制品制造”；根据全国中小企业股份转让系统有限责任公司发布的《挂牌公司管理型行业分类指引》，公司所处行业为“其他非金属矿物制品制造”；根据全国中小企业股份转让系统公司制定的《挂牌公司投资型行业分类指引》，公司属于“商品化工”（11101010）。公司是一家集膨润土技术开发、规模化生产、内外销于一体的中外合资企业。致力于纳米改性有机膨润土、超微有机膨润土的研发、生产和销售。
0,"母公司主要从事药用空心胶囊的研发、生产及销售；子公司长江源主要从事中药饮片的生产和销售以及金银花露、菊花露等功能饮料的生产和销售；长江丰主要从事药品、保健食品及医疗器械等的批发销售。2014年、2015年，公司主营业务收入分别为34,950.22万元和74,032.51万元，占当期营业收入的比例分别为100%、99.98%，主营业务明确、突出，且未发生重大变化。"
0,公司致力于建模仿真业务，公司的主营业务为仿真软件产品销售及仿真技术开发与服务。根据我国国民经济行业分类标准（GB/T4754-2011），公司所处行业属于“I信息传输、软件和信息技术服务业”中的“I65软件和信息技术服务业”。根据上市公司行业分类指引（2012年修订）（2012年10月26日证监会公告[2012]31号），公司从事的业务属“I信息传输、软件和信息技术服务业”中的“I65软件和信息技术服务业”。根据《挂牌公司管理型行业分类指引》，公司所属行业为“1710软件与服务”中的“软件（171012）”。
0,公司致力于鲜食玉米全产业链的生产经营，从事包括优质非转基因鲜食玉米的种植指导、加工、储存、产品研发及销售业务。优质非转基因鲜食玉米的加工、产品研发及销售为公司的主营业务。公司所依托的玉米种植基地，处于世界三大黑土地带，有机物质含量高，为鲜食玉米的生产提供了良好的种植条件。公司通过与种植户签订《玉米种植收购合同》，指导采用优质非转基因鲜食玉米种子，并提供种植、采收技术支持，统一了鲜食玉米原材料的供应保障。公司的有机基地认证、有机产品认证提高了公司的产品档次及品质水平。水果玉米作为甜玉米的优良品种，除含有人体所必需的各种营养成分，具有降低胆固醇、预防高血压、延缓衰老、减轻动脉硬化等保健作用之外，而且其葡萄糖、蔗糖、果糖含量是普通玉米的2—8倍，蛋白质含量13%以上，以水溶性蛋白为主，粗脂含量9.9%，比普通玉米高出一倍左右，以其皮薄无渣、口感甜脆可以生吃的特性近年来受到了市场的追捧。公司掌握了鲜食玉米特别是水果玉米的种植、采收、深加工等技术，形成了一定的行业竞争优势。报告期内，公司真空、速冻甜（水果）玉米系列产品业务收入逐步占据较大份额，2013年、2014年、2015年其业务收入占主营业务收入的比例分别为14.07%、79.25%、90.37%。随着以甜（水果）玉米为原料的玉米饮品的推入市场，甜（水果）玉米系列产品的业务量及份额占比还将上升。
0,公司专注于移动互联网的核心应用–基于LBS（基于位置的服务）的智能无线应用平台软件研发、销售以及相关的技术服务，提供多种基于位置的应用场景完整的解决方案。公司将高精度Wi-Fi定位技术融合于LBS之中，并形成有特点的LBS服务。不仅能够为进一步的BI等智能商业分析系统提供丰富的基于客户身份、位置、时间、智能终端物理地址等多种数据源，同时也可基于身份、区域、位置等大数据信息提供反向推送。公司的产品广泛应用于智慧商超、智慧连锁餐饮、智慧连锁零售、智慧物流、智慧医疗、智慧景区等行业。
0,公司自成立以来致力于焊接及胶粘材料的研发、生产、销售，涉及的主要领域为功率器件封装用锡膏、太阳能接线盒组装锡膏、LED封装光学硅胶、电子组装用各类精密焊接锡膏（连接器、mems、摄像模组等）、最新LED倒装封装一体化固晶及封装材料。公司秉承“研发创新为新材料技术发展之本”的企业价值观，坚持以行业发展、客户需求为第一标准，立足于产品升级、工艺升级为基础，把握发展趋势，持续创新。经过10年的发展，公司生产的功率半导体高铅锡膏已经成为国内在此细分领域的领军企业。2010年，公司成功开发LED封装光学硅胶及LED倒装封装固晶锡膏，目前已经有多家大型LED封装公司使用，随着LED产业的发展及成熟，LED封装材料产业将迎来较大的发展机遇。从2013年起，太阳能接线盒在工艺改进的背景下，公司抓住了这一契机，目前接线盒组装锡膏在国内市场上有较高的占有率，随着光伏行业的复苏，公司在产品创新的基础上，将持续保持领先的技术优势及市场地位。本公司自设立以来，主营业务未发生重大变化，持续在半导体、LED、光伏领域创新研究新型焊接及胶粘材料。
0,公司是一家致力于高品质金属表面前处理化学品和涂装前处理化学品的研发、生产和销售的企业。公司所处行业为金属表面前处理化学品和涂装前处理化学品生产行业，根据中国证监会颁布的《上市公司行业分类指引（2012）》，属于化学原料和化学制品制造业（C26）；根据国家统计局《国民经济行业分类（GB/T4754-2011）》，属于其他专用化学产品制造（C2669）；根据全国中小企业股份转让系统公司制定的《挂牌公司管理型行业分类指引》，属于化学原料和化学制品制造业（C26）；根据全国股份转让系统公司《挂牌公司投资型行业分类指引》，属于化学制品行业（111010）。
